"","addr_state","grade","year(issue_d)","sum(loan_amnt)","sum(total_pymnt)","mean(int_rate)","mean(UNEMP_RATE_ISSUE_DT)","mean(AGE)","mean(fico_range_low)"
"1696","RI","C",2015,4020350,3011920.19749768,13.2384857142857,5.91542857142857,NA,682.771428571429
"1697","RI","D",2008,35000,33879.961464459,13.36,8.2,836,697.5
"1698","RI","D",2009,23500,28287.0516262291,14.77,11.2,883,676.666666666667
"1699","RI","D",2010,39150,38709.318226397,14.995,11.15,669.5,700
"1700","RI","D",2011,101000,111660.613527446,16.8833333333333,11.0777777777778,765.111111111111,669.444444444444
"1701","RI","D",2012,421200,468480.750758,18.4180555555556,10.0972222222222,758.694444444444,671.388888888889
"1702","RI","D",2013,456250,552626.697073,18.5595454545455,9.17954545454545,788.409090909091,680.340909090909
"1703","RI","D",2014,835525,926704.402028128,17.1358024691358,7.56543209876543,694.543209876543,678.148148148148
"1704","RI","D",2015,1367500,1131063.49236457,16.6732283464567,5.97244094488189,460.267716535433,678.346456692913
"1705","RI","E",2009,34200,19647.4049764678,16.58,10.9,283.666666666667,660
"1706","RI","E",2010,26400,33427.2120743955,17.1575,11.2,845.5,672.5
"1707","RI","E",2011,11500,11722.1691702629,19.225,11.15,944,677.5
"1708","RI","E",2013,123925,131138.480648,21.3172727272727,9.19090909090909,769.545454545455,675
"1709","RI","E",2014,316725,351106.616914902,20.7503225806452,7.59677419354839,664.645161290323,679.354838709677
"1710","RI","E",2015,249750,169609.139396389,18.762,5.96,489.52,676.8
"1711","RI","F",2012,35000,48413.75637,22.45,10.3,1095,660
"1712","RI","F",2013,15000,19118.20001,23.7,9.1,485,665
"1713","RI","F",2014,101075,97706.8715876703,24.28875,7.525,669.75,675
"1714","RI","F",2015,24850,31017.0900007462,25.0433333333333,6.3,405.666666666667,685
"1715","RI","G",2014,3600,4499.18,25.8,7.3,943,680
"1716","RI","G",2015,8450,5484.19,26.77,5.5,486,670
"1717","SC","A",2007,15500,17329.2713472161,8.225,5.7,883,737.5
"1718","SC","A",2008,19000,19559.2265135675,8.675,7.625,867,756.25
"1719","SC","A",2009,120300,132975.980738348,8.698125,11.4375,903.6875,753.75
"1720","SC","A",2010,211800,199627.538154388,6.91333333333333,11.0074074074074,855.666666666667,766.851851851852
"1721","SC","A",2011,628675,687916.337536921,7.18,10.4318181818182,840.681818181818,749.166666666667
"1722","SC","A",2012,1161300,1214385.234463,7.67017543859649,9.03157894736842,788.605263157895,738.947368421053
"1723","SC","A",2013,2966400,3218931.241906,7.71567307692308,7.29086538461538,813.259615384615,730.769230769231
"1724","SC","A",2014,6109275,6196039.57615568,7.37692660550459,6.40366972477064,731.428899082569,719.461009174312
"1725","SC","A",2015,10165000,7346672.20019584,6.89787755102041,5.8487074829932,539.355102040816,717.666666666667
"1726","SC","B",2007,8275,9474.5040905498,9.01,5.7,1096,740
"1727","SC","B",2008,48900,47864.3349310549,10.68,7.16,681.2,721
"1728","SC","B",2009,225675,236828.79837658,11.5471428571429,11.4285714285714,837.761904761905,726.904761904762
"1729","SC","B",2010,332050,343172.31047556,10.7696875,11.14375,792.5,728.28125
"1730","SC","B",2011,472000,494588.029987587,10.9081355932203,10.4305084745763,790.203389830509,703.728813559322
"1731","SC","B",2012,2083900,2310784.323776,12.1781313131313,8.86717171717172,802.30303030303,696.111111111111
"1732","SC","B",2013,5560600,6257300.946088,11.805777262181,7.36102088167053,NA,695.429234338747
"1733","SC","B",2014,8005275,8455714.10454694,11.2176422764228,6.34536585365854,712.712195121951,692.853658536585
"1734","SC","B",2015,11961800,8950739.08600946,10.0760222672065,5.82621457489879,503.361336032389,691.877530364372
"1735","SC","C",2007,22775,26188.1281859254,10.595,5.7,609.5,735
"1736","SC","C",2008,25000,28508.2638661478,12.6566666666667,8.1,668.333333333333,701.666666666667
"1737","SC","C",2009,110300,109804.247851082,13.4166666666667,11.3166666666667,925.583333333333,688.75
"1738","SC","C",2010,200175,219182.195322423,13.4314285714286,11.0142857142857,761,685.47619047619
"1739","SC","C",2011,187375,224102.225815182,13.4294117647059,10.4941176470588,800.588235294118,687.352941176471
"1740","SC","C",2012,1247575,1370009.979439,15.2795283018868,8.9122641509434,773.575471698113,680.518867924528
"1741","SC","C",2013,2996750,3418217.544633,15.4722594142259,7.43054393305439,771.251046025105,684.121338912134
"1742","SC","C",2014,6447500,6830151.27815242,14.1354644808743,6.35992714025501,696.739526411658,681.712204007286
"1743","SC","C",2015,10021750,7650706.58519699,13.2477941176471,5.85859728506787,NA,682.986425339367
"1744","SC","D",2008,2400,2944.5065143184,13.8,8.1,1095,660
"1745","SC","D",2009,85750,87945.5873496829,14.9357142857143,11.3714285714286,904.142857142857,687.142857142857
"1746","SC","D",2010,97000,71305.23435921,15.3925,11.1,551.875,675.625
"1747","SC","D",2011,175450,206711.713280247,16.301875,10.45625,672,679.6875
"1748","SC","D",2012,795900,817315.977246,18.228,8.86307692307692,652.615384615385,670.538461538462
"1749","SC","D",2013,1578050,1783815.130878,18.5878472222222,7.4125,723.138888888889,681.041666666667
"1750","SC","D",2014,3366850,3541732.37548153,16.9963432835821,6.41044776119403,660.417910447761,677.462686567164
"1751","SC","D",2015,4719750,3677126.14116711,16.621103117506,5.91846522781775,NA,681.58273381295
"1752","SC","E",2009,25000,26889.1037412032,16,11.5,214,685
"1753","SC","E",2010,63050,53668.9728151133,16.3925,11.05,692.75,678.75
"1754","SC","E",2011,25000,32485.5771565694,17.88,10.7,1127,700
"1755","SC","E",2012,128050,133654.80764,20.6816666666667,9,791.166666666667,662.5
"1756","SC","E",2013,346625,377100.930188,21.6651428571429,7.24,760.771428571429,678.142857142857
"1757","SC","E",2014,774200,814106.097253481,20.302987012987,6.41818181818182,624.493506493507,678.116883116883
"1758","SC","E",2015,1646375,1294857.64287762,19.4103125,5.9671875,NA,677.6953125
"1759","SC","F",2008,4250,4891.3986035249,16.96,7.7,1125,670
"1760","SC","F",2009,10000,12585.8707966895,18.43,11.6,1004,700
"1761","SC","F",2012,37850,51230.493319,23.17,8.76666666666667,751,666.666666666667
"1762","SC","F",2013,40925,44950.423066,24.07,7.13333333333333,720.666666666667,680
"1763","SC","F",2014,246275,256131.877516288,24.0876923076923,6.38461538461538,641.269230769231,674.615384615385
"1764","SC","F",2015,198650,140705.05510953,23.5052631578947,5.76315789473684,384.842105263158,681.052631578947
"1765","SC","G",2012,53425,76231.25015,24.86,8.85,1064,665
"1766","SC","G",2015,98850,58248.4986487453,26.7909090909091,5.72727272727273,462.363636363636,675
"1767","SD","A",2009,7200,7855.5791245322,9.32,5.1,426,735
"1768","SD","A",2010,53700,49889.9161303059,6.9,4.95,847,746.666666666667
"1769","SD","A",2011,59125,61939.8531178473,7.376,4.57,864.7,734.5
"1770","SD","A",2012,203025,226681.525412,7.87272727272727,4.25909090909091,907.090909090909,735
"1771","SD","A",2013,357550,371573.256425,7.5044,3.72,779.16,730.8
"1772","SD","A",2014,731900,708876.644060199,7.55305084745763,3.4,721.796610169491,727.796610169491
"1773","SD","A",2015,1775675,1281806.0813432,6.86131782945736,3.04418604651163,507.077519379845,718.604651162791
"1774","SD","B",2007,25000,26131.734989932,9.64,2.7,182,730
"1775","SD","B",2009,20700,21356.3097504811,11.83,5.05,670,725
"1776","SD","B",2010,9800,10318.7821088765,9.75,5,305,705
"1777","SD","B",2011,101875,115617.444336463,10.905,4.59,934.8,706
"1778","SD","B",2012,454050,518878.095739,12.3542857142857,4.24761904761905,805.452380952381,697.380952380952
"1779","SD","B",2013,1019500,1115258.734162,11.5915053763441,3.73440860215054,781,695.698924731183
"1780","SD","B",2014,1588025,1692665.41276459,11.1119847328244,3.40229007633588,745.541984732824,692.480916030534
"1781","SD","B",2015,1972400,1436077.62703643,10.0786440677966,3.05536723163842,523.265536723164,691.35593220339
"1782","SD","C",2008,2700,3207.1749568409,11.785,2.9,1110.5,672.5
"1783","SD","C",2009,11700,13517.2612749374,13.57,5,546,685
"1784","SD","C",2010,21000,25007.5951627288,13.85,4.9,654.5,672.5
"1785","SD","C",2011,37100,39563.5643186714,13.63,4.66,773.2,688
"1786","SD","C",2012,260475,304295.254172,15.1757692307692,4.23461538461538,834.153846153846,678.653846153846
"1787","SD","C",2013,804450,936289.078076,15.2886567164179,3.74925373134328,758.358208955224,683.432835820896
"1788","SD","C",2014,1151625,1163819.89580437,14.0715151515152,3.3989898989899,601.090909090909,681.868686868687
"1789","SD","C",2015,1688600,1242995.12750826,13.2612025316456,3.0620253164557,484.563291139241,686.772151898734
"1790","SD","D",2009,2500,3102.737752719,14.61,5.1,1126,660
"1791","SD","D",2012,225025,261867.180283,18.2571428571429,4.27857142857143,827.785714285714,667.5
"1792","SD","D",2013,234025,263714.597162,18.5130769230769,3.75769230769231,670.538461538462,680.576923076923
"1793","SD","D",2014,670750,692036.041310131,16.8524074074074,3.38888888888889,639.388888888889,676.481481481482
"1794","SD","D",2015,845025,629986.744655754,16.4764285714286,3.08428571428571,508.271428571429,676.357142857143
"1795","SD","E",2012,75475,53378.95496,20.6333333333333,4.23333333333333,486,665
"1796","SD","E",2013,44600,39797.5,22.08,3.71666666666667,755.666666666667,681.666666666667
"1797","SD","E",2014,163500,186011.07744217,19.886875,3.35,781.5625,677.8125
"1798","SD","E",2015,147650,84138.7209163837,19.0946153846154,3.10769230769231,452.076923076923,683.846153846154
"1799","SD","F",2011,2800,1617.33000000003,21.74,4.7,458,670
"1800","SD","F",2013,17000,19209.4131,23.7,3.6,212,660
"1801","SD","F",2014,12000,10037.53,24.5,3.3,580,680
"1802","SD","F",2015,16400,5554.18,23.1433333333333,3.03333333333333,233.666666666667,690
"1803","TN","A",2008,14700,16332.8232484218,8.315,6.2,700,752.5
"1804","TN","A",2011,28000,29634.8036513275,7.9,8.5,305,750
"1805","TN","A",2013,3340350,3607726.937312,7.73933333333333,7.47688888888889,824.555555555556,729.444444444444
"1806","TN","A",2014,7467775,7647244.29632172,7.50764595103578,6.46271186440678,739.387947269303,721.261770244821
"1807","TN","A",2015,14514425,10278986.7528912,6.89858913250715,5.44928503336511,540.755004766444,720.190657769304
"1808","TN","B",2007,2825,3264.3999860508,9.64,5.3,1127,730
"1809","TN","B",2008,76000,58175.325834961,10.2857142857143,6.28571428571429,917.142857142857,722.857142857143
"1810","TN","B",2013,7269400,7972349.448135,11.8264106844741,7.56828046744574,NA,693.689482470785
"1811","TN","B",2014,10336975,10701400.4819053,11.2830492196879,6.4828331332533,717.391356542617,691.980792316927
"1812","TN","B",2015,16873275,12456682.0301765,10.0451779230211,5.40522875816993,NA,690.896877269426
"1813","TN","C",2008,29650,20699.5224791172,11.66,6.3,722.75,678.75
"1814","TN","C",2013,4199000,4613652.271972,15.4513352272727,7.56761363636364,700.110795454545,682.627840909091
"1815","TN","C",2014,8630075,8960790.41652066,14.1295290858726,6.47008310249308,NA,682.437673130194
"1816","TN","C",2015,14023925,10635141.7423234,13.2792003297609,5.44987633965375,NA,682.506183017312
"1817","TN","D",2008,11000,13415.496926001,13.365,6.55,1110,672.5
"1818","TN","D",2013,2124000,2352384.223196,18.7767632850242,7.64782608695652,694.502415458937,678.04347826087
"1819","TN","D",2014,4173850,4268820.7084592,16.8850704225352,6.45633802816901,NA,677.211267605634
"1820","TN","D",2015,6622250,5131740.84718768,16.6297382198953,5.50122164048866,NA,680.392670157068
"1821","TN","E",2013,425800,521383.559709,21.6923404255319,7.50425531914894,781.085106382979,673.404255319149
"1822","TN","E",2014,1095925,1081920.83235564,20.3818867924528,6.45660377358491,641.028301886792,675.330188679245
"1823","TN","E",2015,2057400,1534887.85249393,19.2274731182796,5.54301075268817,NA,679.166666666667
"1824","TN","F",2013,67550,79194.038282,24.54,7.22,438,686
"1825","TN","F",2014,294025,325540.706831385,24.19,6.48928571428571,563,670
"1826","TN","F",2015,293850,242367.559398599,24.0123076923077,5.48846153846154,454.615384615385,672.115384615385
"1827","TN","G",2014,33650,34685.4699999999,25.83,6.43333333333333,456.333333333333,673.333333333333
"1828","TN","G",2015,33900,22093.67,27.2116666666667,5.08333333333333,451.166666666667,672.5
"1829","TX","A",2007,4800,5395.041887484,7.75,4.3,1096,750
"1830","TX","A",2008,146875,151754.949082253,8.21181818181818,4.68181818181818,800.636363636364,759.318181818182
"1831","TX","A",2009,594825,636490.471384276,8.58458823529412,7.78,811,757.588235294118
"1832","TX","A",2010,1688650,1698144.62528084,7.20348958333333,8.06875,826.796875,752.838541666667
"1833","TX","A",2011,3535200,3790611.47396473,7.13759162303665,7.63900523560209,NA,748.376963350785
"1834","TX","A",2012,9542125,10282253.965218,7.57760922330097,6.61504854368932,NA,742.991504854369
"1835","TX","A",2013,21787050,23785593.659646,7.77820512820513,6.04307692307692,823.575824175824,730.6336996337
"1836","TX","A",2014,47941225,48805260.3952778,7.46648700673725,5.00587102983638,NA,721.090792428617
"1837","TX","A",2015,90649150,65420790.4422365,6.90622730329522,4.43850033624748,NA,720.1630800269
"1838","TX","B",2007,4000,4559.0312758613,8.7,4.3,1096,745
"1839","TX","B",2008,413700,404411.869104916,10.2948648648649,4.7027027027027,822.135135135135,726.081081081081
"1840","TX","B",2009,831250,927511.661087653,11.8190789473684,8.08026315789474,784.526315789474,723.289473684211
"1841","TX","B",2010,2139125,2318199.13528531,10.7554326923077,8.11923076923077,NA,718.942307692308
"1842","TX","B",2011,3535350,3944194.19641018,10.9703519061584,7.64105571847507,825.768328445748,706.730205278592
"1843","TX","B",2012,16213825,18082954.104772,12.1473702914001,6.56915422885572,NA,698.781094527363
"1844","TX","B",2013,41616775,46603455.264749,11.8040508806262,6.07230919765166,774.722113502935,696.974885844749
"1845","TX","B",2014,60874750,64104437.2455128,11.1896088888889,5.06762222222222,NA,691.725555555556
"1846","TX","B",2015,102688675,75349372.6545585,10.0540873067429,4.44140574249708,NA,691.156944263999
"1847","TX","C",2008,369875,388102.23191712,11.8697142857143,4.82,889.142857142857,691
"1848","TX","C",2009,874700,966374.559965912,13.3125510204082,7.69795918367347,NA,698.622448979592
"1849","TX","C",2010,1075725,1191627.93959403,13.5500826446281,8.11157024793388,844.057851239669,688.512396694215
"1850","TX","C",2011,1512375,1673488.08438563,13.957619047619,7.58095238095238,NA,686.258503401361
"1851","TX","C",2012,9844225,11201357.808086,15.2736894409938,6.55291925465839,NA,681.236024844721
"1852","TX","C",2013,23344875,26396190.431267,15.4140372670807,6.08018068887634,NA,684.339356295878
"1853","TX","C",2014,45301775,47434999.0621772,14.0738619509412,5.02435824301198,NA,682.437250427838
"1854","TX","C",2015,80411100,60819230.6102858,13.2439738129042,4.43801861492349,NA,684.032181732134
"1855","TX","D",2008,207200,188250.632179437,13.3673333333333,4.73333333333333,934.666666666667,676.666666666667
"1856","TX","D",2009,545100,598656.563030751,14.851568627451,7.80980392156863,734.411764705882,683.43137254902
"1857","TX","D",2010,711150,813479.242974437,15.2096610169492,8.11525423728814,848.694915254237,676.101694915254
"1858","TX","D",2011,1234575,1339198.1292517,16.1776041666667,7.64895833333333,807.354166666667,676.770833333333
"1859","TX","D",2012,6617000,7603695.696079,18.2886182669789,6.55152224824356,760.444964871194,673.512880562061
"1860","TX","D",2013,12711200,14573570.726166,18.6461238938053,6.07389380530973,NA,679.530973451327
"1861","TX","D",2014,20337950,21190999.1124236,17.0397186700767,4.98503836317136,NA,678.43989769821
"1862","TX","D",2015,36105125,27800707.2287311,16.6650973782772,4.43449438202247,NA,680.589887640449
"1863","TX","E",2008,30000,34171.9939502017,15.29,4.35,381,660
"1864","TX","E",2009,256650,304302.907597366,16.3705882352941,7.37058823529412,904.117647058824,680.294117647059
"1865","TX","E",2010,320700,334096.150173008,16.9883333333333,8.11666666666667,NA,673.75
"1866","TX","E",2011,215975,260218.955074383,18.3452941176471,7.63529411764706,808.176470588235,670.588235294118
"1867","TX","E",2012,1273425,1450422.309526,20.9261666666667,6.53333333333333,744.15,669.25
"1868","TX","E",2013,2718275,3142252.676767,21.5520731707317,6.04552845528455,NA,676.40243902439
"1869","TX","E",2014,6555000,6794542.77739232,20.220652173913,4.9981884057971,NA,677.074275362319
"1870","TX","E",2015,10578850,8251104.40899646,19.1293523316062,4.43031088082902,NA,679.022020725389
"1871","TX","F",2008,12000,15104.2341217213,15.76,4.3,1034,665
"1872","TX","F",2009,99800,101871.887635091,18.6933333333333,8.02222222222222,679.444444444444,677.777777777778
"1873","TX","F",2010,107300,103882.09838533,18.6483333333333,8.03333333333333,842.833333333333,662.5
"1874","TX","F",2011,4000,3442.33,20.89,7.5,670,665
"1875","TX","F",2012,126625,157652.520513,23.1142857142857,6.5,673.571428571429,672.142857142857
"1876","TX","F",2013,439075,447869.253497,23.9183333333333,5.96428571428571,693.404761904762,682.380952380952
"1877","TX","F",2014,1333325,1382349.34918561,24.1600751879699,5.02932330827068,630.721804511278,674.473684210526
"1878","TX","F",2015,1103925,802140.039187709,23.6499,4.435,NA,680.3
"1879","TX","G",2009,55500,65802.0373950854,20.1825,8.3,783.75,680
"1880","TX","G",2010,25000,18924.3599999999,20.16,8.3,214,665
"1881","TX","G",2012,30000,40505.67965,24.76,6.6,669,670
"1882","TX","G",2013,33875,20673.83,25.8,6.1,336,675
"1883","TX","G",2014,272125,287928.293775,25.856875,4.88125,661.8125,672.8125
"1884","TX","G",2015,275175,190087.633782029,26.8638095238095,4.45238095238095,333.666666666667,673.809523809524
"1885","UT","A",2008,35500,27607.5468615698,8.05333333333333,3.23333333333333,927.666666666667,779.166666666667
"1886","UT","A",2009,36300,39348.6343514885,8.05555555555556,7.74444444444444,625.444444444444,756.666666666667
"1887","UT","A",2010,132025,132608.630682598,6.97,7.7,750.916666666667,745.416666666667
"1888","UT","A",2011,259800,282214.724436827,7.2541935483871,6.53870967741936,785.774193548387,745
"1889","UT","A",2012,874900,948175.67809,7.62860759493671,5.32911392405063,763.215189873418,740.253164556962
"1890","UT","A",2013,2460025,2624166.652764,7.70883116883117,4.40779220779221,700.344155844156,728.181818181818
"1891","UT","A",2014,3630675,3763946.105736,7.51587755102041,3.75102040816327,679.481632653061,719.979591836735
"1892","UT","A",2015,6273000,4818085.03909305,6.87949886104784,3.56400911161731,513.653758542141,718.416856492027
"1893","UT","B",2008,32200,16685.7144918676,10.08,3.2,508,723.333333333333
"1894","UT","B",2009,73200,51326.2918039446,11.8944444444444,7.68888888888889,571,720
"1895","UT","B",2010,208900,222634.983631747,10.7028571428571,7.86666666666667,770.095238095238,726.428571428571
"1896","UT","B",2011,288400,332940.777208802,11.1430303030303,6.43939393939394,855.424242424242,706.363636363636
"1897","UT","B",2012,1485425,1617009.29037,12.0265492957746,5.28802816901408,748.070422535211,697.253521126761
"1898","UT","B",2013,4169125,4529711.984842,11.8342682926829,4.4515243902439,715.948170731707,693.399390243902
"1899","UT","B",2014,4717500,4864066.22455864,11.2565667574932,3.76730245231608,631.604904632153,690.190735694823
"1900","UT","B",2015,6741800,5189025.33494204,10.065350877193,3.55701754385965,481.866666666667,690.043859649123
"1901","UT","C",2007,12000,13996.2555262491,10.28,3,1096,695
"1902","UT","C",2008,10000,11972.5823907905,12.09,4.2,1125,685
"1903","UT","C",2009,78400,83040.7999967222,13.2955555555556,7.5,666,697.777777777778
"1904","UT","C",2010,55800,65400.2212498935,13.81,7.91666666666667,852.833333333333,685.833333333333
"1905","UT","C",2011,77225,90014.7999014852,14.2641666666667,6.5,720.5,674.583333333333
"1906","UT","C",2012,672925,735719.74033,15.256,5.18153846153846,705.6,678.538461538462
"1907","UT","C",2013,2036550,2304108.478278,15.3392227979275,4.44663212435233,667.80310880829,680.20725388601
"1908","UT","C",2014,3428675,3672262.12372056,14.0370134228188,3.75234899328859,638.734899328859,681.677852348993
"1909","UT","C",2015,5934700,4801200.24453865,13.2585631067961,3.56233009708738,467.953398058252,682.04854368932
"1910","UT","D",2007,10525,11299.7976600247,12.49,2.9,594,677.5
"1911","UT","D",2008,60375,53741.1609224439,13.348,3.62,524,684
"1912","UT","D",2009,71800,85636.268756854,14.8528571428571,7.62857142857143,1013.28571428571,705
"1913","UT","D",2010,39000,43738.7412836629,14.96,7.775,700,666.25
"1914","UT","D",2011,90250,97261.4232551045,16.19,6.8,559,674.166666666667
"1915","UT","D",2012,489750,535756.073371,18.2712121212121,5.29090909090909,647.181818181818,674.545454545455
"1916","UT","D",2013,926650,1022797.162385,18.698,4.45684210526316,644.694736842105,680.052631578947
"1917","UT","D",2014,1623850,1698898.78048454,17.0165942028985,3.74130434782609,632.094202898551,678.442028985507
"1918","UT","D",2015,2395525,1869299.27433654,16.5852995391705,3.55714285714286,460.529953917051,677.281105990783
"1919","UT","E",2009,16200,19790.6010225815,16.36,7.3,835,672.5
"1920","UT","E",2010,46700,54773.9042839977,16.82,7.93333333333333,670,668.333333333333
"1921","UT","E",2011,35000,23112.95,17.395,7,243.5,705
"1922","UT","E",2012,126725,144153.48769,20.362,5.48,596.6,675
"1923","UT","E",2013,205700,204196.246433,21.4994444444444,4.47777777777778,676.111111111111,672.777777777778
"1924","UT","E",2014,590500,638379.585018683,19.8878260869565,3.73913043478261,574.847826086957,678.478260869565
"1925","UT","E",2015,738475,640398.10893862,19.0707547169811,3.5622641509434,400.037735849057,678.584905660377
"1926","UT","F",2008,25000,7220.48,17.46,5.5,243,660
"1927","UT","F",2010,13200,1444.98,18.67,7.9,123,685
"1928","UT","F",2013,77600,75711.933492,24.248,4.32,517,680
"1929","UT","F",2014,111875,128397.790552945,24.2183333333333,3.80833333333333,737.75,669.166666666667
"1930","UT","F",2015,77225,81691.9900104971,23.39,3.56,401.6,679
"1931","UT","G",2014,69550,70297.4870602116,25.9025,3.675,548,675
"1932","UT","G",2015,28775,25666.5,26.9575,3.6,159.5,695
"1933","VA","A",2007,5800,6413.8323885831,7.43,3.5,852,770
"1934","VA","A",2008,109100,112688.752830046,8.56615384615385,4.14615384615385,807.230769230769,761.923076923077
"1935","VA","A",2009,280600,309795.468068021,8.78380952380952,6.84285714285714,841.5,752.97619047619
"1936","VA","A",2010,877400,884004.286751646,7.19504761904762,6.97428571428571,739.647619047619,752.333333333333
"1937","VA","A",2011,1641000,1759556.67609055,7.20352272727273,6.47159090909091,795.068181818182,746.818181818182
"1938","VA","A",2012,3757350,4096306.001155,7.60422077922078,5.95519480519481,792.12987012987,742.88961038961
"1939","VA","A",2013,8575675,9294784.921844,7.6157326007326,5.57527472527473,796.763736263736,730.47619047619
"1940","VA","A",2014,16535375,16711184.8946298,7.40234758871702,5.15077343039126,708.40491355778,721.80618744313
"1941","VA","A",2015,31522625,22644633.6651367,6.81685851318945,4.35438848920863,538.820143884892,720.513189448441
"1942","VA","B",2007,43475,48245.306508499,9.518,3.36,676,718
"1943","VA","B",2008,175750,160039.826889411,10.300625,3.95625,807.9375,724.0625
"1944","VA","B",2009,612850,682816.285819735,11.8455769230769,6.99230769230769,NA,721.923076923077
"1945","VA","B",2010,1e+06,1101412.83430946,10.7214563106796,7.07572815533981,805.223300970874,715.485436893204
"1946","VA","B",2011,1290375,1450287.11441214,11.1130303030303,6.45757575757576,817.189393939394,703.636363636364
"1947","VA","B",2012,4903325,5442686.461252,12.0690889830508,5.92139830508475,NA,697.118644067797
"1948","VA","B",2013,15525900,17142115.183812,11.7743191673894,5.57823070251518,751.849956634866,694.973980919341
"1949","VA","B",2014,19397300,20178811.0946215,11.1324436860068,5.16081911262799,NA,691.737201365188
"1950","VA","B",2015,33005450,24342054.5873248,9.99609542743539,4.34003976143141,NA,690.878727634195
"1951","VA","C",2007,78450,83738.2673329456,10.908,3.34,758.3,690.5
"1952","VA","C",2008,141325,158773.493454589,11.8385,4.31,969.1,689.75
"1953","VA","C",2009,324075,363867.65700935,13.3011428571429,6.86571428571429,762.6,694.428571428571
"1954","VA","C",2010,820950,935309.918158648,13.4798850574713,7.10229885057471,842.954022988506,689.195402298851
"1955","VA","C",2011,780875,875908.350296433,13.9869879518072,6.47951807228916,NA,683.55421686747
"1956","VA","C",2012,3713350,4126472.087936,15.1807987220447,5.91373801916933,762.166134185303,681.389776357827
"1957","VA","C",2013,9157675,10275458.824837,15.3736217008798,5.58475073313783,733.266862170088,682.697947214076
"1958","VA","C",2014,14573250,15320153.4504262,14.1078357570573,5.15705731394354,674.850299401198,680.834046193328
"1959","VA","C",2015,24937525,19092230.243353,13.2235354049924,4.36892511462048,NA,682.829852266938
"1960","VA","D",2008,91025,87458.6675283997,13.4588888888889,4.02222222222222,733.555555555556,671.666666666667
"1961","VA","D",2009,326900,384439.323800488,15.0852173913043,6.83913043478261,921.173913043478,689.565217391304
"1962","VA","D",2010,303850,356230.724674537,15.1841379310345,7.07241379310345,825.034482758621,676.896551724138
"1963","VA","D",2011,374900,419219.2772086,16.2323076923077,6.48205128205128,721.615384615385,672.692307692308
"1964","VA","D",2012,2648025,2989254.190176,18.2677380952381,5.92738095238095,NA,672.738095238095
"1965","VA","D",2013,4402900,4873902.207347,18.6223907455013,5.58997429305913,698.087403598972,679.447300771208
"1966","VA","D",2014,6768025,7002230.84610246,17.0786996336996,5.1456043956044,627.239926739927,677.884615384615
"1967","VA","D",2015,10033800,7795518.19237589,16.6320950060901,4.3863580998782,NA,680.006090133983
"1968","VA","E",2008,37500,46616.9967420121,15.065,4.225,996.25,683.75
"1969","VA","E",2009,136050,151956.768206177,16.713,6.95,745.6,678
"1970","VA","E",2010,99000,114765.914281351,16.72375,7.1,772.625,670.625
"1971","VA","E",2011,154200,195468.813056214,17.7255555555556,6.46666666666667,991,672.777777777778
"1972","VA","E",2012,758325,792759.381042,20.786,5.90571428571429,764.828571428571,665.714285714286
"1973","VA","E",2013,966100,1080219.067376,21.6815909090909,5.56477272727273,607.659090909091,678.352272727273
"1974","VA","E",2014,2067900,2161943.92064673,20.3314516129032,5.14462365591398,597.193548387097,676.827956989247
"1975","VA","E",2015,3451075,2784628.83542387,19.3383400809717,4.42429149797571,459.890688259109,677.267206477733
"1976","VA","F",2009,76000,99340.8301979815,18.52,7.15,1035.25,671.25
"1977","VA","F",2010,37525,45466.2524074773,18.9966666666667,7.16666666666667,751,663.333333333333
"1978","VA","F",2012,83300,107204.937543,23.07,5.88333333333333,816.166666666667,664.166666666667
"1979","VA","F",2013,160975,203599.281499,23.7794117647059,5.53529411764706,814.411764705882,677.352941176471
"1980","VA","F",2014,391650,428367.69364442,24.154,5.21,663.4,672.1
"1981","VA","F",2015,447600,322513.840137442,23.8345161290323,4.43225806451613,431,676.451612903226
"1982","VA","G",2009,1600,2115.9959649816,19.16,6.9,1126,660
"1983","VA","G",2010,24000,32493.2046267409,20.86,7.4,1096,665
"1984","VA","G",2011,26900,35839.7192077343,22.11,6.45,898,665
"1985","VA","G",2013,35000,26759.03,25.8,5.4,486,710
"1986","VA","G",2014,55100,29918.0700044392,25.812,5.12,444.2,673
"1987","VA","G",2015,34000,33669.5014147962,26.77,4.1,355.333333333333,661.666666666667
"1988","VT","A",2008,14000,15617.0104298705,7.75,4.3,852.5,780
"1989","VT","A",2009,4400,5017.4469723883,9.285,6.65,897.5,745
"1990","VT","A",2010,28825,31665.8781768634,7.11,5.9,873.333333333333,721.666666666667
"1991","VT","A",2011,130750,145756.064439602,7.38461538461539,5.42307692307692,941.615384615385,750
"1992","VT","A",2012,190625,209349.874039,7.5584,4.928,770.48,736.8
"1993","VT","A",2013,448225,477315.47197,7.69225806451613,4.25806451612903,813.903225806452,725.322580645161
"1994","VT","A",2014,1302525,1310270.76112044,7.52208791208791,3.91978021978022,752.527472527473,720.164835164835
"1995","VT","A",2015,1979225,1446921.51388493,6.80608391608392,3.53566433566434,531.86013986014,723.461538461538
"1996","VT","B",2008,24000,16862.1183269574,11.46,5.4,1064,725
"1997","VT","B",2009,16000,18914.6003924437,11.26,6.8,1035,740
"1998","VT","B",2010,34000,39617.4090221678,10.25,6.23333333333333,1106,738.333333333333
